3.991926e+002,0.000000e+000
4.001568e+002,3.054059e-001
4.011211e+002,3.103236e-001
4.020853e+002,3.149492e-001
4.030495e+002,3.183766e-001
4.040138e+002,3.200667e-001
4.049780e+002,3.201523e-001
4.059422e+002,3.193334e-001
4.069065e+002,3.185548e-001
4.078707e+002,3.185301e-001
4.088349e+002,3.195159e-001
4.097992e+002,3.212338e-001
4.107634e+002,3.231072e-001
4.117276e+002,3.245565e-001
4.126919e+002,3.253549e-001
4.136561e+002,3.257169e-001
4.146203e+002,3.261622e-001
4.155846e+002,3.271987e-001
4.165488e+002,3.290226e-001
4.175130e+002,3.313303e-001
4.184773e+002,3.333709e-001
4.194415e+002,3.344065e-001
4.204057e+002,3.342703e-001
4.213700e+002,3.335142e-001
4.223342e+002,3.329127e-001
4.232984e+002,3.329264e-001
4.242627e+002,3.334785e-001
4.252269e+002,3.340931e-001
4.261911e+002,3.341663e-001
4.271554e+002,3.333343e-001
4.281196e+002,3.316368e-001
4.290838e+002,3.295460e-001
4.300481e+002,3.276856e-001
4.310123e+002,3.266024e-001
4.319765e+002,3.265090e-001
4.329408e+002,3.272503e-001
4.339050e+002,3.283805e-001
4.348692e+002,3.293967e-001
4.358335e+002,3.299713e-001
4.367977e+002,3.300394e-001
4.377619e+002,3.297442e-001
4.387262e+002,3.292566e-001
4.396904e+002,3.286336e-001
4.406546e+002,3.277920e-001
4.416189e+002,3.266172e-001
4.425831e+002,3.251294e-001
4.435473e+002,3.235723e-001
4.445116e+002,3.223771e-001
4.454758e+002,3.219532e-001
4.464400e+002,3.224651e-001
4.474043e+002,3.237705e-001
4.483685e+002,3.254551e-001
4.493327e+002,3.270307e-001
4.502970e+002,3.280955e-001
4.512612e+002,3.285351e-001
4.522254e+002,3.285248e-001
4.531897e+002,3.284323e-001
4.541539e+002,3.286023e-001
4.551181e+002,3.292021e-001
4.560824e+002,3.301525e-001
4.570466e+002,3.311961e-001
4.580108e+002,3.320490e-001
4.589751e+002,3.325902e-001
4.599393e+002,3.329110e-001
4.609035e+002,3.332187e-001
4.618678e+002,3.336676e-001
4.628320e+002,3.342594e-001
4.637963e+002,3.348489e-001
4.647605e+002,3.352426e-001
4.657247e+002,3.353286e-001
4.666890e+002,3.351542e-001
4.676532e+002,3.349333e-001
4.686174e+002,3.349442e-001
4.695817e+002,3.354097e-001
4.705459e+002,3.363694e-001
4.715101e+002,3.376654e-001
4.724744e+002,3.390140e-001
4.734386e+002,3.401777e-001
4.744028e+002,3.410741e-001
4.753671e+002,3.417994e-001
4.763313e+002,3.425194e-001
4.772955e+002,3.433589e-001
4.782598e+002,3.443192e-001
4.792240e+002,3.452957e-001
4.801882e+002,3.461438e-001
4.811525e+002,3.467834e-001
4.821167e+002,3.472590e-001
4.830809e+002,3.477284e-001
4.840452e+002,3.483608e-001
4.850094e+002,3.492234e-001
4.859736e+002,3.502208e-001
4.869379e+002,3.511348e-001
4.879021e+002,3.517283e-001
4.888663e+002,3.518706e-001
4.898306e+002,3.516159e-001
4.907948e+002,3.511758e-001
4.917590e+002,3.508132e-001
4.927233e+002,3.506949e-001
4.936875e+002,3.508335e-001
4.946517e+002,3.510917e-001
4.956160e+002,3.512908e-001
4.965802e+002,3.513104e-001
4.975444e+002,3.511706e-001
4.985087e+002,3.510126e-001
4.994729e+002,3.510294e-001
5.004371e+002,3.513493e-001
5.014014e+002,3.519747e-001
5.023656e+002,3.527851e-001
5.033298e+002,3.536202e-001
5.042941e+002,3.543805e-001
5.052583e+002,3.550881e-001
5.062225e+002,3.558574e-001
5.071868e+002,3.568053e-001
5.081510e+002,3.579483e-001
5.091152e+002,3.591663e-001
5.100795e+002,3.602361e-001
5.110437e+002,3.609378e-001
5.120079e+002,3.611751e-001
5.129722e+002,3.610211e-001
5.139364e+002,3.607018e-001
5.149006e+002,3.604796e-001
5.158649e+002,3.605656e-001
5.168291e+002,3.610118e-001
5.177933e+002,3.617156e-001
5.187576e+002,3.624878e-001
5.197218e+002,3.631796e-001
5.206860e+002,3.637531e-001
5.216503e+002,3.642860e-001
5.226145e+002,3.648940e-001
5.235787e+002,3.656538e-001
5.245430e+002,3.665458e-001
5.255072e+002,3.674693e-001
5.264714e+002,3.682965e-001
5.274357e+002,3.689633e-001
5.283999e+002,3.695143e-001
5.293641e+002,3.700898e-001
5.303284e+002,3.708469e-001
5.312926e+002,3.718757e-001
5.322568e+002,3.731620e-001
5.332211e+002,3.745925e-001
5.341853e+002,3.760144e-001
5.351495e+002,3.773018e-001
5.361138e+002,3.784203e-001
5.370780e+002,3.794230e-001
5.380422e+002,3.804045e-001
5.390065e+002,3.814239e-001
5.399707e+002,3.824654e-001
5.409349e+002,3.834352e-001
5.418992e+002,3.842192e-001
5.428634e+002,3.847352e-001
5.438276e+002,3.849810e-001
5.447919e+002,3.850212e-001
5.457561e+002,3.849373e-001
5.467203e+002,3.847562e-001
5.476846e+002,3.844167e-001
5.486488e+002,3.837796e-001
5.496130e+002,3.826986e-001
5.505773e+002,3.810914e-001
5.515415e+002,3.789749e-001
5.525057e+002,3.764500e-001
5.534700e+002,3.736443e-001
5.544342e+002,3.706560e-001
5.553984e+002,3.675214e-001
5.563627e+002,3.642411e-001
5.573269e+002,3.608249e-001
5.582911e+002,3.573288e-001
5.592554e+002,3.538693e-001
5.602196e+002,3.505855e-001
5.611838e+002,3.475801e-001
5.621481e+002,3.448911e-001
5.631123e+002,3.424773e-001
5.640765e+002,3.402558e-001
5.650408e+002,3.381444e-001
5.660050e+002,3.361110e-001
5.669692e+002,3.341840e-001
5.679335e+002,3.324296e-001
5.688977e+002,3.309033e-001
5.698619e+002,3.296159e-001
5.708262e+002,3.285242e-001
5.717904e+002,3.275578e-001
5.727546e+002,3.266571e-001
5.737189e+002,3.258086e-001
5.746831e+002,3.250494e-001
5.756473e+002,3.244444e-001
5.766116e+002,3.240417e-001
5.775758e+002,3.238367e-001
5.785400e+002,3.237635e-001
5.795043e+002,3.237208e-001
5.804685e+002,3.236178e-001
5.814327e+002,3.234072e-001
5.823970e+002,3.231049e-001
5.833612e+002,3.227679e-001
5.843254e+002,3.224623e-001
5.852897e+002,3.222244e-001
5.862539e+002,3.220541e-001
5.872181e+002,3.219279e-001
5.881824e+002,3.218292e-001
5.891466e+002,3.217691e-001
5.901108e+002,3.217902e-001
5.910751e+002,3.219404e-001
5.920393e+002,3.222420e-001
5.930035e+002,3.226653e-001
5.939678e+002,3.231364e-001
5.949320e+002,3.235615e-001
5.958962e+002,3.238769e-001
5.968605e+002,3.240811e-001
5.978247e+002,3.242373e-001
5.987889e+002,3.244409e-001
5.997532e+002,3.247757e-001
6.007174e+002,3.252742e-001
6.016816e+002,3.259023e-001
6.026459e+002,3.265767e-001
6.036101e+002,3.271992e-001
6.045743e+002,3.277028e-001
6.055386e+002,3.280625e-001
6.065028e+002,3.282891e-001
6.074670e+002,3.284000e-001
6.084313e+002,3.283953e-001
6.093955e+002,3.282499e-001
6.103597e+002,3.279303e-001
6.113240e+002,3.274218e-001
6.122882e+002,3.267520e-001
6.132524e+002,3.259895e-001
6.142167e+002,3.252271e-001
6.151809e+002,3.245406e-001
6.161451e+002,3.239617e-001
6.171094e+002,3.234731e-001
6.180736e+002,3.230261e-001
6.190378e+002,3.225713e-001
6.200021e+002,3.220862e-001
